               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10173,            0.085114,            0.086332,                   0,                   0,                   0,                   0,            0.096407,            0.038338,            0.080879,            0.070385,           0.0032906,           0.0032906
                   1,            0.092555,            0.091292,            0.081042,            0.072051,            0.056349,           0.0086971,           0.0022208,            0.088164,            0.035095,            0.074895,            0.040363,           0.0066021,           0.0066021
                   2,            0.078617,             0.08399,            0.074044,            0.073145,             0.17445,            0.027442,           0.0084377,            0.062639,            0.048618,            0.070956,            0.010319,           0.0098915,           0.0098915
                   3,            0.070838,            0.084497,            0.071155,             0.18881,             0.20903,            0.067958,             0.02424,            0.052692,            0.034344,            0.065359,            0.009901,            0.009901,            0.009901
                   4,            0.065663,            0.078819,            0.069282,              0.3066,             0.21496,                0.11,              0.0435,            0.045683,            0.025712,            0.062457,            0.009901,            0.009901,            0.009901
                   5,            0.062788,            0.079124,            0.067481,             0.31867,              0.2014,              0.0973,            0.035262,            0.049344,            0.025653,            0.061482,            0.009868,            0.009868,            0.009868
                   6,            0.061059,            0.078292,            0.065923,             0.34857,             0.31625,             0.18179,            0.071503,            0.045374,              0.0223,            0.057827,            0.009835,            0.009835,            0.009835
                   7,            0.059064,            0.075551,             0.06408,             0.24894,             0.33332,             0.19229,            0.088477,            0.040582,            0.021414,            0.054965,            0.009802,            0.009802,            0.009802
                   8,            0.058426,             0.07615,            0.062405,             0.44603,             0.34191,             0.23089,             0.10986,            0.040553,            0.021443,            0.051979,            0.009769,            0.009769,            0.009769
                   9,            0.057667,            0.074984,             0.06101,              0.4093,             0.33873,             0.26277,             0.12309,            0.040258,            0.021583,            0.050143,            0.009736,            0.009736,            0.009736
                  10,            0.056774,            0.074361,            0.059514,             0.47869,             0.38601,             0.31745,             0.15743,            0.038435,            0.020439,            0.047127,            0.009703,            0.009703,            0.009703
                  11,             0.05624,             0.07475,            0.058528,              0.6175,             0.35689,             0.36623,             0.17533,            0.038892,            0.020777,            0.046629,             0.00967,             0.00967,             0.00967
                  12,            0.055318,            0.073754,            0.057055,             0.64221,             0.38198,             0.39282,             0.18078,            0.040655,             0.02076,            0.043611,            0.009637,            0.009637,            0.009637
                  13,            0.054891,            0.072658,            0.056017,             0.75791,             0.36361,             0.41504,              0.2074,            0.038122,            0.020123,            0.040877,            0.009604,            0.009604,            0.009604
                  14,            0.054775,            0.073376,            0.055022,             0.58891,             0.43908,             0.43396,             0.22103,             0.03729,            0.020023,            0.040716,            0.009571,            0.009571,            0.009571
                  15,            0.054454,            0.072339,            0.053945,             0.48197,                0.47,             0.43138,             0.22015,            0.038581,            0.020132,            0.039113,            0.009538,            0.009538,            0.009538
                  16,            0.053781,            0.070557,            0.053298,             0.56784,             0.51364,             0.45715,             0.22973,             0.03797,             0.02007,            0.036886,            0.009505,            0.009505,            0.009505
                  17,            0.053354,            0.071348,            0.052474,             0.50612,             0.55977,             0.46597,             0.23923,             0.03693,            0.019848,            0.035812,            0.009472,            0.009472,            0.009472
                  18,            0.053656,            0.072773,            0.052063,             0.48762,             0.59697,             0.49949,              0.2657,            0.035746,            0.019685,            0.033807,            0.009439,            0.009439,            0.009439
                  19,            0.053213,            0.071382,            0.051372,             0.47983,             0.56161,              0.4838,              0.2598,            0.035765,            0.019564,            0.034071,            0.009406,            0.009406,            0.009406
                  20,            0.052646,             0.07143,            0.050591,             0.45901,              0.6067,             0.53228,             0.28018,             0.03572,            0.019444,             0.03404,            0.009373,            0.009373,            0.009373
                  21,            0.052618,            0.069727,            0.050148,             0.44023,             0.63733,             0.53522,              0.2947,            0.035998,            0.019072,            0.031525,             0.00934,             0.00934,             0.00934
                  22,            0.052307,             0.07184,            0.049843,             0.46789,              0.6441,             0.54338,             0.29464,            0.036063,            0.019352,            0.031388,            0.009307,            0.009307,            0.009307
                  23,            0.051859,            0.069605,            0.049648,             0.40919,             0.64079,             0.53609,             0.30672,            0.035145,            0.018921,            0.031211,            0.009274,            0.009274,            0.009274
                  24,             0.05175,            0.070574,            0.048513,             0.47597,             0.64778,             0.56914,              0.3057,            0.035328,             0.01915,            0.030458,            0.009241,            0.009241,            0.009241
                  25,            0.051634,            0.071497,            0.048595,             0.45363,             0.66425,             0.55182,              0.3153,            0.034883,            0.018977,            0.030841,            0.009208,            0.009208,            0.009208
                  26,            0.051728,            0.069461,            0.048598,             0.43597,             0.66719,             0.56471,             0.31364,            0.034197,            0.019044,            0.030449,            0.009175,            0.009175,            0.009175
                  27,            0.051076,            0.069171,            0.047936,             0.47563,             0.66426,             0.57405,             0.32088,            0.034559,            0.019103,            0.030217,            0.009142,            0.009142,            0.009142
                  28,            0.050597,            0.068798,            0.047261,             0.46435,              0.7041,             0.59264,             0.33806,            0.034064,            0.019122,            0.028565,            0.009109,            0.009109,            0.009109
                  29,            0.050801,            0.068311,            0.047277,             0.43737,             0.66728,             0.56025,             0.31738,            0.034605,            0.018714,            0.030047,            0.009076,            0.009076,            0.009076
                  30,            0.050781,             0.06946,            0.046662,             0.46711,              0.7103,             0.60002,             0.33742,            0.034532,            0.018716,            0.028263,            0.009043,            0.009043,            0.009043
                  31,            0.050357,            0.068437,            0.046371,             0.48323,              0.7083,             0.61046,              0.3475,            0.033507,            0.018799,            0.027429,             0.00901,             0.00901,             0.00901
                  32,            0.050222,            0.068562,            0.046596,             0.48215,             0.73026,             0.60966,             0.35603,            0.033686,            0.018608,            0.028385,            0.008977,            0.008977,            0.008977
                  33,            0.050683,            0.068848,            0.046328,             0.49737,             0.75599,             0.63337,             0.36602,            0.033588,            0.018471,            0.027204,            0.008944,            0.008944,            0.008944
                  34,            0.049873,             0.06711,            0.045946,             0.47414,             0.70585,             0.59971,             0.35146,            0.033839,            0.018584,            0.027907,            0.008911,            0.008911,            0.008911
